2,8,1,1,0,0
2,8,0,1,0,0
2,8,8,1,0,0
2,5,8,1,0,0
2,2,8,0,0,1
4,9,16,0,0,1
4,9,15,0,0,1
4,9,13,0,0,1
4,9,12,0,0,1
4,9,11,0,0,1
4,9,10,0,0,1
4,9,8,0,0,1
4,9,7,0,0,1
4,9,5,0,0,1
4,9,4,0,0,1
4,9,3,1,0,0
4,9,2,1,0,0
6,9,1,1,0,0
6,9,0,1,0,0
6,7,8,0,0,1
6,3,8,0,0,1
6,8,12,0,0,1
6,8,10,0,0,1
6,8,9,0,0,1
6,8,8,0,0,1
6,8,7,0,0,1
6,9,5,0,0,1
6,9,4,0,0,1
6,9,3,1,0,0
6,9,2,1,0,0
6,9,1,1,0,0
6,9,0,0,0,1
6,9,8,0,0,1
6,9,8,0,0,1
4,9,7,0,0,1
4,9,6,0,0,1
4,9,4,0,0,1
5,9,3,0,0,1
4,9,2,1,0,0
4,9,0,1,0,0
4,9,8,1,0,0
4,7,8,1,0,0
4,5,8,0,0,1
4,9,10,0,0,1
4,9,9,0,0,1
4,9,8,0,0,1
4,9,6,0,0,1
4,9,5,0,0,1
4,9,4,0,0,1
4,9,3,0,0,1
4,9,1,1,0,0
4,9,0,1,0,0
4,9,8,1,0,0
4,7,8,1,0,0
6,5,8,0,0,1
2,8,14,0,0,1
2,8,13,0,0,1
2,8,12,0,0,1
2,8,10,0,0,1
2,8,9,0,0,1
2,8,8,0,0,1
2,8,7,0,0,1
2,8,5,0,0,1
2,8,4,0,0,1
2,8,3,0,0,1
2,8,2,1,0,0
2,8,1,1,0,0
2,8,0,1,0,0
2,8,8,0,0,1
2,5,8,0,0,1
6,8,16,0,0,1
2,8,15,0,0,1
2,8,14,0,0,1
2,8,13,0,0,1
2,8,11,0,0,1
2,8,10,0,0,1
2,8,9,0,0,1
2,8,7,0,0,1
2,8,6,0,0,1
2,8,5,0,0,1
2,8,4,0,0,1
2,8,2,1,0,0
2,8,1,1,0,0
2,8,0,1,0,0
2,8,8,1,0,0
2,5,8,0,0,1
2,2,8,0,0,1
5,9,16,0,0,1
3,9,15,0,0,1
3,9,13,0,0,1
3,9,12,0,0,1
3,9,10,0,0,1
3,9,9,0,0,1
3,9,8,0,0,1
3,9,6,0,0,1
3,9,5,0,0,1
3,9,4,0,0,1
3,9,2,1,0,0
3,9,1,1,0,0
3,9,0,1,0,0
3,7,8,1,0,0
6,4,8,0,0,1
2,8,15,0,0,1
2,8,14,0,0,1
2,8,12,0,0,1
2,8,11,0,0,1
2,8,9,0,0,1
2,8,8,0,0,1
2,8,7,0,0,1
2,8,6,0,0,1
2,8,4,0,0,1
2,8,3,1,0,0
2,8,2,1,0,0
2,8,1,1,0,0
2,8,8,1,0,0
2,8,8,0,0,1
2,3,8,0,0,1
4,9,15,0,0,1
4,9,14,0,0,1
4,9,13,0,0,1
4,9,12,0,0,1
4,9,10,0,0,1
4,9,9,0,0,1
4,9,8,0,0,1
4,9,6,0,0,1
4,9,5,0,0,1
4,9,3,1,0,0
4,9,2,1,0,0
4,9,1,1,0,0
5,9,0,1,0,0
4,9,8,0,0,1
4,9,8,0,0,1
3,9,13,0,0,1
3,9,11,0,0,1
3,9,10,0,0,1
3,9,9,0,0,1
3,9,7,0,0,1
3,9,6,0,0,1
3,9,5,0,0,1
3,9,3,0,0,1
3,9,1,1,0,0
3,9,0,1,0,0
3,9,8,1,0,0
3,6,8,0,0,1
3,2,8,0,0,1
6,8,16,0,0,1
6,8,15,0,0,1
6,8,13,0,0,1
6,8,12,0,0,1
6,8,10,0,0,1
6,8,9,0,0,1
6,8,7,0,0,1
6,8,6,0,0,1
6,9,4,0,0,1
6,9,3,1,0,0
6,9,2,1,0,0
6,9,1,1,0,0
6,9,8,0,0,1
6,9,8,0,0,1
6,9,8,0,0,1
3,9,8,0,0,1
3,9,6,0,0,1
3,9,5,0,0,1
3,9,3,1,0,0
3,9,3,1,0,0
3,9,2,1,0,0
3,9,0,1,0,0
3,9,0,0,0,1
3,5,8,0,0,1
6,8,16,0,0,1
6,8,15,0,0,1
6,8,14,0,0,1
6,8,12,0,0,1
6,8,11,0,0,1
6,8,10,0,0,1
6,8,8,0,0,1
6,8,6,0,0,1
6,8,5,0,0,1
6,8,4,0,0,1
6,8,3,0,0,1
6,8,2,1,0,0
6,8,0,1,0,0
6,8,8,0,0,1
6,5,8,0,0,1
6,8,10,0,0,1
6,8,9,0,0,1
6,8,7,0,0,1
6,8,6,0,0,1
6,8,4,0,0,1
6,8,3,1,0,0
6,9,1,1,0,0
6,9,0,1,0,0
6,9,8,1,0,0
6,9,8,1,0,0
3,9,12,0,0,1
3,9,11,0,0,1
3,9,9,0,0,1
3,9,7,0,0,1
3,9,6,0,0,1
3,9,4,0,0,1
3,9,3,1,0,0
3,9,1,1,0,0
3,9,0,1,0,0
3,9,8,1,0,0
3,5,8,0,0,1
6,8,16,0,0,1
1,8,15,0,0,1
1,8,13,0,0,1
1,8,12,0,0,1
1,8,11,0,0,1
1,8,9,0,0,1
1,8,7,0,0,1
1,8,6,0,0,1
1,8,4,0,0,1
1,8,3,1,0,0
1,8,2,1,0,0
4,9,14,0,0,1
4,9,14,0,0,1
4,9,14,0,0,1
4,9,14,0,0,1
4,9,14,0,0,1
4,9,14,0,0,1
4,9,14,0,0,1
4,9,14,0,0,1
4,9,14,0,0,1
4,9,13,0,0,1
4,9,12,0,0,1
4,9,11,0,0,1
4,9,10,0,0,1
4,9,9,0,0,1
4,9,8,0,0,1
4,9,7,0,0,1
4,9,6,0,0,1
5,9,5,0,0,1
5,9,4,0,0,1
5,9,3,0,0,1
5,9,2,1,0,0
5,9,1,1,0,0
5,9,0,0,0,1
5,8,8,0,0,1
5,5,8,0,0,1
5,9,8,0,0,1
5,9,7,0,0,1
6,9,6,0,0,1
6,9,5,0,0,1
6,9,4,0,0,1
6,9,3,0,0,1
6,9,2,1,0,0
6,9,1,1,0,0
6,9,0,1,0,0
6,7,8,0,0,1
6,5,8,0,0,1
6,8,7,0,0,1
6,8,6,0,0,1
6,8,5,0,0,1
6,8,4,0,0,1
6,8,3,0,0,1
6,8,2,1,0,0
6,8,1,1,0,0
6,8,0,1,0,0
6,6,8,0,0,1
6,3,8,0,0,1
6,8,8,0,0,1
6,8,7,0,0,1
6,9,6,0,0,1
6,9,5,0,0,1
6,9,4,0,0,1
6,9,3,0,0,1
6,9,2,1,0,0
6,9,1,1,0,0
6,9,0,1,0,0
6,9,8,1,0,0
6,9,8,1,0,0
6,9,8,0,0,1
6,9,8,0,0,1
3,9,6,0,0,1
3,9,4,0,0,1
3,9,3,0,0,1
3,9,2,0,0,1
3,9,1,1,0,0
3,9,0,1,0,0
3,9,8,1,0,0
3,7,8,1,0,0
3,4,8,0,0,1
3,2,8,0,0,1
6,8,16,0,0,1
6,8,15,0,0,1
6,8,14,0,0,1
6,8,13,0,0,1
6,8,12,0,0,1
6,8,11,0,0,1
6,8,9,0,0,1
6,8,8,0,0,1
6,8,7,0,0,1
6,8,6,0,0,1
6,9,5,0,0,1
6,9,4,0,0,1
6,9,3,0,0,1
6,9,2,1,0,0
6,9,1,1,0,0
6,9,0,1,0,0
6,9,0,1,0,0
6,9,8,0,0,1
6,9,8,0,0,1
4,9,8,0,0,1
4,9,6,0,0,1
4,9,5,0,0,1
4,9,4,0,0,1
4,9,3,0,0,1
4,9,2,1,0,0
4,9,1,1,0,0
4,9,0,1,0,0
6,9,8,1,0,0
6,7,8,1,0,0
6,4,8,0,0,1
6,8,13,0,0,1
6,8,12,0,0,1
6,8,11,0,0,1
6,8,9,0,0,1
6,8,8,0,0,1
6,8,7,0,0,1
6,8,6,0,0,1
6,9,5,0,0,1
6,9,4,0,0,1
6,9,3,0,0,1
6,9,2,1,0,0
6,9,1,1,0,0
6,9,0,1,0,0
6,9,8,1,0,0
6,9,8,1,0,0
6,9,8,0,0,1
4,9,8,0,0,1
4,9,7,0,0,1
4,9,6,0,0,1
5,9,5,0,0,1
4,9,3,0,0,1
4,9,2,0,0,1
4,9,1,1,0,0
4,9,0,1,0,0
4,9,8,1,0,0
4,9,8,1,0,0
4,9,8,0,0,1
3,9,8,0,0,1
3,9,7,0,0,1
3,9,6,0,0,1
3,9,5,0,0,1
3,9,4,0,0,1
3,9,3,0,0,1
3,9,2,0,0,1
3,9,1,1,0,0
3,9,0,1,0,0
3,8,8,1,0,0
3,6,8,1,0,0
3,3,8,1,0,0
6,8,16,0,0,1
6,8,15,0,0,1
6,8,14,0,0,1
6,8,13,0,0,1
6,8,12,0,0,1
6,8,11,0,0,1
6,8,10,0,0,1
6,8,8,0,0,1
6,8,7,0,0,1
6,8,6,0,0,1
6,8,5,0,0,1
6,8,4,0,0,1
6,8,3,1,0,0
6,8,2,1,0,0
6,8,1,1,0,0
6,8,0,1,0,0
6,8,8,0,0,1
6,5,8,0,0,1
6,8,8,0,0,1
6,8,9,0,0,1
6,8,8,0,0,1
6,8,7,0,0,1
6,8,6,0,0,1
6,9,4,0,0,1
6,9,4,0,0,1
6,9,2,0,0,1
6,9,1,1,0,0
6,9,0,1,0,0
6,9,0,1,0,0
6,9,8,1,0,0
6,9,8,0,0,1
4,9,9,0,0,1
4,9,8,0,0,1
4,9,7,0,0,1
4,9,5,0,0,1
4,9,4,0,0,1
4,9,3,0,0,1
5,9,2,0,0,1
4,9,1,1,0,0
4,9,0,1,0,0
4,9,8,1,0,0
4,7,8,1,0,0
4,4,8,0,0,1
4,9,10,0,0,1
4,9,9,0,0,1
4,9,8,0,0,1
4,9,7,0,0,1
4,9,6,0,0,1
4,9,5,0,0,1
4,9,4,0,0,1
4,9,3,0,0,1
4,9,1,1,0,0
4,8,0,1,0,0
4,8,0,1,0,0
4,8,8,0,0,1
4,8,8,0,0,1
2,8,11,0,0,1
2,8,10,0,0,1
2,8,9,0,0,1
2,8,8,0,0,1
2,8,7,0,0,1
2,8,5,0,0,1
2,8,4,0,0,1
2,8,3,0,0,1
2,8,2,1,0,0
2,8,1,1,0,0
2,8,0,1,0,0
2,8,8,1,0,0
2,8,8,1,0,0
2,4,8,0,0,1
5,9,16,0,0,1
5,9,15,0,0,1
5,9,14,0,0,1
5,9,13,0,0,1
5,9,12,0,0,1
5,9,11,0,0,1
5,9,10,0,0,1
5,9,8,0,0,1
5,9,7,0,0,1
5,9,6,0,0,1
5,9,4,0,0,1
5,9,4,0,0,1
5,9,2,1,0,0
5,9,2,1,0,0
5,9,1,1,0,0
5,9,0,1,0,0
5,9,8,0,0,1
5,9,8,0,0,1
4,9,6,0,0,1
4,9,5,0,0,1
4,9,4,0,0,1
4,9,3,1,0,0
4,9,2,1,0,0
4,9,1,1,0,0
4,9,0,1,0,0
6,8,8,1,0,0
6,5,8,0,0,1
1,8,14,0,0,1
1,8,13,0,0,1
1,8,12,0,0,1
1,8,11,0,0,1
1,8,10,0,0,1
1,8,8,0,0,1
1,8,7,0,0,1
1,8,6,0,0,1
1,8,5,0,0,1
1,8,3,1,0,0
1,8,2,1,0,0
1,8,1,1,0,0
1,8,1,1,0,0
1,8,0,1,0,0
1,8,8,0,0,1
1,4,8,0,0,1
6,8,16,0,0,1
2,8,15,0,0,1
2,8,14,0,0,1
2,8,13,0,0,1
2,8,12,0,0,1
2,8,10,0,0,1
2,8,9,0,0,1
2,8,8,0,0,1
2,8,7,0,0,1
2,8,6,0,0,1
2,8,4,0,0,1
2,8,3,0,0,1
2,8,2,1,0,0
2,8,1,1,0,0
2,8,0,1,0,0
5,7,8,0,0,1
5,4,8,0,0,1
5,9,14,0,0,1
5,9,13,0,0,1
5,9,11,0,0,1
5,9,10,0,0,1
5,9,9,0,0,1
5,9,8,0,0,1
5,9,6,0,0,1
5,9,5,0,0,1
5,9,4,0,0,1
5,9,2,0,0,1
5,9,1,1,0,0
5,9,0,1,0,0
5,9,8,1,0,0
5,7,8,1,0,0
5,4,8,0,0,1
6,9,6,0,0,1
5,8,5,0,0,1
5,8,4,0,0,1
5,8,3,0,0,1
5,8,1,1,0,0
5,8,0,1,0,0
5,8,8,0,0,1
5,8,8,0,0,1
2,8,7,0,0,1
2,8,5,0,0,1
2,8,4,0,0,1
2,8,3,0,0,1
2,8,2,1,0,0
2,8,1,1,0,0
2,8,0,1,0,0
2,8,8,1,0,0
2,5,8,0,0,1
6,2,8,0,0,1
6,8,15,0,0,1
6,8,13,0,0,1
6,8,12,0,0,1
6,8,11,0,0,1
6,8,10,0,0,1
6,8,8,0,0,1
6,8,7,0,0,1
6,9,6,0,0,1
6,9,4,0,0,1
6,9,3,1,0,0
6,9,2,1,0,0
6,9,1,1,0,0
6,9,1,1,0,0
6,9,0,1,0,0
6,9,8,1,0,0
6,9,8,0,0,1
5,9,7,0,0,1
6,9,6,0,0,1
5,8,5,0,0,1
5,8,4,0,0,1
5,8,3,1,0,0
5,8,1,1,0,0
5,8,0,1,0,0
5,8,0,1,0,0
5,8,8,0,0,1
5,8,8,0,0,1
2,8,6,0,0,1
2,8,5,0,0,1
2,8,4,0,0,1
2,8,3,1,0,0
2,8,2,1,0,0
2,8,1,1,0,0
2,8,0,1,0,0
2,8,8,1,0,0
2,4,8,1,0,0
5,9,16,0,0,1
5,9,15,0,0,1
5,9,14,0,0,1
5,9,13,0,0,1
5,9,11,0,0,1
5,9,10,0,0,1
5,9,9,0,0,1
5,9,7,0,0,1
5,9,6,0,0,1
5,9,5,0,0,1
6,8,4,1,0,0
5,8,3,1,0,0
5,8,2,1,0,0
5,8,0,1,0,0
5,8,8,0,0,1
5,8,8,0,0,1
2,8,8,0,0,1
2,8,7,0,0,1
2,8,5,0,0,1
2,8,4,0,0,1
2,8,3,1,0,0
2,8,2,1,0,0
2,8,1,1,0,0
2,8,8,1,0,0
2,5,8,1,0,0
2,3,8,0,0,1
5,9,16,0,0,1
3,9,15,0,0,1
3,9,14,0,0,1
3,9,12,0,0,1
3,9,11,0,0,1
3,9,10,0,0,1
3,9,9,0,0,1
3,9,7,0,0,1
3,9,6,0,0,1
3,9,5,0,0,1
3,9,3,0,0,1
3,9,2,1,0,0
3,9,1,1,0,0
3,9,0,1,0,0
3,8,8,0,0,1
3,3,8,0,0,1
6,8,16,0,0,1
1,8,14,0,0,1
1,8,13,0,0,1
1,8,11,0,0,1
1,8,10,0,0,1
1,8,9,0,0,1
1,8,7,0,0,1
1,8,6,0,0,1
1,8,5,0,0,1
1,8,3,1,0,0
1,8,2,1,0,0
1,8,1,1,0,0
1,8,0,1,0,0
1,7,8,0,0,1
1,2,8,0,0,1
5,9,16,0,0,1
3,9,15,0,0,1
3,9,13,0,0,1
3,9,12,0,0,1
3,9,10,0,0,1
3,9,9,0,0,1
3,9,8,0,0,1
3,9,6,0,0,1
3,9,5,0,0,1
3,9,4,0,0,1
3,9,3,1,0,0
3,9,2,1,0,0
3,9,1,1,0,0
3,9,0,1,0,0
3,8,8,1,0,0
3,3,8,0,0,1
5,9,16,0,0,1
5,9,15,0,0,1
5,9,14,0,0,1
5,9,12,0,0,1
5,9,11,0,0,1
5,9,10,0,0,1
5,9,9,0,0,1
5,9,8,0,0,1
6,9,6,0,0,1
5,8,4,0,0,1
5,8,3,1,0,0
5,8,2,1,0,0
5,8,1,1,0,0
5,8,0,1,0,0
5,8,8,1,0,0
5,8,8,0,0,1
2,8,6,0,0,1
2,8,5,0,0,1
2,8,4,0,0,1
2,8,2,1,0,0
2,8,1,1,0,0
2,8,0,1,0,0
2,8,8,1,0,0
2,6,8,0,0,1
2,2,8,0,0,1
5,9,17,0,0,1
4,9,15,0,0,1
4,9,14,0,0,1
4,9,13,0,0,1
4,9,12,0,0,1
4,9,10,0,0,1
4,9,9,0,0,1
4,9,7,0,0,1
4,9,6,0,0,1
4,9,4,1,0,0
4,9,3,1,0,0
4,9,2,1,0,0
4,9,1,1,0,0
6,9,0,1,0,0
6,9,8,0,0,1
6,3,8,0,0,1
6,8,12,0,0,1
6,8,11,0,0,1
6,8,10,0,0,1
6,8,8,0,0,1
6,8,7,0,0,1
6,8,5,0,0,1
6,8,4,0,0,1
6,8,3,1,0,0
6,8,2,1,0,0
6,8,1,1,0,0
6,8,0,1,0,0
6,7,8,1,0,0
6,4,8,0,0,1
6,8,12,0,0,1
6,8,10,0,0,1
6,8,10,0,0,1
6,8,8,0,0,1
6,8,6,0,0,1
6,8,5,0,0,1
6,8,4,0,0,1
6,9,2,1,0,0
6,9,1,1,0,0
6,9,0,1,0,0
6,9,8,1,0,0
6,9,8,1,0,0
6,9,8,0,0,1
3,9,10,0,0,1
3,9,8,0,0,1
3,9,7,0,0,1
3,9,6,0,0,1
3,9,4,0,0,1
3,9,3,0,0,1
3,9,1,1,0,0
3,9,0,1,0,0
3,8,8,1,0,0
3,5,8,1,0,0
3,2,8,0,0,1
4,9,16,0,0,1
4,9,15,0,0,1
4,9,13,0,0,1
4,9,12,0,0,1
4,9,10,0,0,1
4,9,9,0,0,1
4,9,7,0,0,1
4,9,6,0,0,1
4,9,5,0,0,1
4,9,3,0,0,1
4,9,2,1,0,0
4,9,1,1,0,0
4,9,0,1,0,0
6,7,8,0,0,1
4,8,8,0,0,1
1,8,13,0,0,1
1,8,12,0,0,1
1,8,11,0,0,1
1,8,9,0,0,1
1,8,8,0,0,1
1,8,7,0,0,1
1,8,5,0,0,1
1,8,4,0,0,1
1,8,2,0,0,1
1,8,1,0,0,1
1,8,0,0,0,1
